State,Abbrv,Student Education Level,CoC,Gender,Count of Active STEM Students
PENNSYLVANIA,PA,MASTER'S,NEPAL,FEMALE,26
PENNSYLVANIA,PA,MASTER'S,NEPAL,MALE,35
PENNSYLVANIA,PA,MASTER'S,NETHERLANDS,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,NEW ZEALAND,FEMALE,4
PENNSYLVANIA,PA,MASTER'S,NEW ZEALAND,MALE,5
PENNSYLVANIA,PA,MASTER'S,NICARAGUA,MALE,1
PENNSYLVANIA,PA,MASTER'S,NIGER,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,NIGER,MALE,1
PENNSYLVANIA,PA,MASTER'S,NIGERIA,FEMALE,43
PENNSYLVANIA,PA,MASTER'S,NIGERIA,MALE,62
PENNSYLVANIA,PA,MASTER'S,NORWAY,FEMALE,2
PENNSYLVANIA,PA,MASTER'S,NORWAY,MALE,1
PENNSYLVANIA,PA,MASTER'S,OMAN,FEMALE,2
PENNSYLVANIA,PA,MASTER'S,PAKISTAN,FEMALE,18
PENNSYLVANIA,PA,MASTER'S,PAKISTAN,MALE,42
PENNSYLVANIA,PA,MASTER'S,PANAMA,MALE,1
PENNSYLVANIA,PA,MASTER'S,PERU,FEMALE,14
PENNSYLVANIA,PA,MASTER'S,PERU,MALE,11
PENNSYLVANIA,PA,MASTER'S,PHILIPPINES,FEMALE,6
PENNSYLVANIA,PA,MASTER'S,PHILIPPINES,MALE,9
PENNSYLVANIA,PA,MASTER'S,POLAND,MALE,4
PENNSYLVANIA,PA,MASTER'S,PORTUGAL,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,PORTUGAL,MALE,3
PENNSYLVANIA,PA,MASTER'S,QATAR,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,SOUTH KOREA,FEMALE,65
PENNSYLVANIA,PA,MASTER'S,SOUTH KOREA,MALE,88
PENNSYLVANIA,PA,MASTER'S,ROMANIA,FEMALE,4
PENNSYLVANIA,PA,MASTER'S,RUSSIA,FEMALE,4
PENNSYLVANIA,PA,MASTER'S,RUSSIA,MALE,3
PENNSYLVANIA,PA,MASTER'S,RWANDA,FEMALE,3
PENNSYLVANIA,PA,MASTER'S,RWANDA,MALE,2
PENNSYLVANIA,PA,MASTER'S,SAINT KITTS AND NEVIS,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,SAINT VINCENT AND THE GRENADINES,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,SAUDI ARABIA,FEMALE,45
PENNSYLVANIA,PA,MASTER'S,SAUDI ARABIA,MALE,88
PENNSYLVANIA,PA,MASTER'S,SENEGAL,MALE,2
PENNSYLVANIA,PA,MASTER'S,SERBIA,FEMALE,2
PENNSYLVANIA,PA,MASTER'S,SERBIA,MALE,1
PENNSYLVANIA,PA,MASTER'S,SEYCHELLES,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,SINGAPORE,FEMALE,13
PENNSYLVANIA,PA,MASTER'S,SINGAPORE,MALE,25
PENNSYLVANIA,PA,MASTER'S,SLOVENIA,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,SOUTH AFRICA,MALE,1
PENNSYLVANIA,PA,MASTER'S,SPAIN,FEMALE,6
PENNSYLVANIA,PA,MASTER'S,SPAIN,MALE,10
PENNSYLVANIA,PA,MASTER'S,SRI LANKA,FEMALE,2
PENNSYLVANIA,PA,MASTER'S,STATELESS,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,SUDAN,MALE,3
PENNSYLVANIA,PA,MASTER'S,SWEDEN,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,SWEDEN,MALE,2
PENNSYLVANIA,PA,MASTER'S,SWITZERLAND,MALE,1
PENNSYLVANIA,PA,MASTER'S,SYRIA,MALE,2
PENNSYLVANIA,PA,MASTER'S,TAIWAN,FEMALE,120
PENNSYLVANIA,PA,MASTER'S,TAIWAN,MALE,157
PENNSYLVANIA,PA,MASTER'S,TAJIKISTAN,MALE,1
PENNSYLVANIA,PA,MASTER'S,TANZANIA,FEMALE,3
PENNSYLVANIA,PA,MASTER'S,TANZANIA,MALE,4
PENNSYLVANIA,PA,MASTER'S,THAILAND,FEMALE,13
PENNSYLVANIA,PA,MASTER'S,THAILAND,MALE,17
PENNSYLVANIA,PA,MASTER'S,TOGO,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,TRINIDAD AND TOBAGO,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,TRINIDAD AND TOBAGO,MALE,3
PENNSYLVANIA,PA,MASTER'S,TURKEY,FEMALE,15
PENNSYLVANIA,PA,MASTER'S,TURKEY,MALE,17
PENNSYLVANIA,PA,MASTER'S,TURKMENISTAN,MALE,1
PENNSYLVANIA,PA,MASTER'S,UGANDA,FEMALE,2
PENNSYLVANIA,PA,MASTER'S,UGANDA,MALE,1
PENNSYLVANIA,PA,MASTER'S,UKRAINE,FEMALE,2
PENNSYLVANIA,PA,MASTER'S,UKRAINE,MALE,4
PENNSYLVANIA,PA,MASTER'S,UNITED ARAB EMIRATES,FEMALE,2
PENNSYLVANIA,PA,MASTER'S,UNITED ARAB EMIRATES,MALE,4
PENNSYLVANIA,PA,MASTER'S,UNITED KINGDOM,FEMALE,7
PENNSYLVANIA,PA,MASTER'S,UNITED KINGDOM,MALE,12
PENNSYLVANIA,PA,MASTER'S,URUGUAY,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,UZBEKISTAN,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,UZBEKISTAN,MALE,8
PENNSYLVANIA,PA,MASTER'S,VENEZUELA,FEMALE,4
PENNSYLVANIA,PA,MASTER'S,VENEZUELA,MALE,7
PENNSYLVANIA,PA,MASTER'S,VIETNAM,FEMALE,29
PENNSYLVANIA,PA,MASTER'S,VIETNAM,MALE,23
PENNSYLVANIA,PA,MASTER'S,WEST BANK,MALE,1
PENNSYLVANIA,PA,MASTER'S,YEMEN,MALE,2
PENNSYLVANIA,PA,MASTER'S,ZAMBIA,FEMALE,1
PENNSYLVANIA,PA,MASTER'S,ZAMBIA,MALE,1
PENNSYLVANIA,PA,MASTER'S,ZIMBABWE,FEMALE,5
PENNSYLVANIA,PA,MASTER'S,ZIMBABWE,MALE,3
PENNSYLVANIA,PA,OTHER,BURMA,MALE,1
PENNSYLVANIA,PA,OTHER,CANADA,FEMALE,2
PENNSYLVANIA,PA,OTHER,CANADA,MALE,2
PENNSYLVANIA,PA,OTHER,CHINA,FEMALE,10
PENNSYLVANIA,PA,OTHER,CHINA,MALE,14
PENNSYLVANIA,PA,OTHER,CONGO (BRAZZAVILLE),FEMALE,1
PENNSYLVANIA,PA,OTHER,CONGO (KINSHASA),MALE,1
PENNSYLVANIA,PA,OTHER,CZECH REPUBLIC,MALE,1
PENNSYLVANIA,PA,OTHER,EGYPT,MALE,1
PENNSYLVANIA,PA,OTHER,ETHIOPIA,FEMALE,1
PENNSYLVANIA,PA,OTHER,FINLAND,MALE,1
PENNSYLVANIA,PA,OTHER,GERMANY,MALE,3
PENNSYLVANIA,PA,OTHER,HONDURAS,MALE,1
PENNSYLVANIA,PA,OTHER,HONG KONG,MALE,2
PENNSYLVANIA,PA,OTHER,INDIA,FEMALE,3
PENNSYLVANIA,PA,OTHER,INDIA,MALE,1
PENNSYLVANIA,PA,OTHER,INDONESIA,MALE,1
PENNSYLVANIA,PA,OTHER,IRAN,FEMALE,1
PENNSYLVANIA,PA,OTHER,ITALY,FEMALE,1
PENNSYLVANIA,PA,OTHER,LEBANON,MALE,1
PENNSYLVANIA,PA,OTHER,MOROCCO,FEMALE,1
PENNSYLVANIA,PA,OTHER,NIGER,FEMALE,1
PENNSYLVANIA,PA,OTHER,NIGER,MALE,1
PENNSYLVANIA,PA,OTHER,NIGERIA,MALE,1
PENNSYLVANIA,PA,OTHER,PAKISTAN,MALE,6
PENNSYLVANIA,PA,OTHER,QATAR,FEMALE,1
PENNSYLVANIA,PA,OTHER,SOUTH KOREA,FEMALE,1
PENNSYLVANIA,PA,OTHER,ROMANIA,FEMALE,1
PENNSYLVANIA,PA,OTHER,RWANDA,FEMALE,1
PENNSYLVANIA,PA,OTHER,SOUTH AFRICA,MALE,1
PENNSYLVANIA,PA,OTHER,SPAIN,MALE,1
PENNSYLVANIA,PA,OTHER,SWAZILAND,MALE,1
PENNSYLVANIA,PA,OTHER,TAIWAN,FEMALE,1
PENNSYLVANIA,PA,OTHER,TURKEY,FEMALE,1
PENNSYLVANIA,PA,OTHER,UNITED KINGDOM,MALE,1
PENNSYLVANIA,PA,OTHER,VENEZUELA,MALE,1
PENNSYLVANIA,PA,OTHER,ZAMBIA,FEMALE,1
Puerto Rico,PR,ASSOCIATE,DOMINICAN REPUBLIC,MALE,1
Puerto Rico,PR,BACHELOR'S,BRAZIL,MALE,1
Puerto Rico,PR,BACHELOR'S,CHILE,FEMALE,1
Puerto Rico,PR,BACHELOR'S,COLOMBIA,MALE,5
Puerto Rico,PR,BACHELOR'S,CURACAO,MALE,1
Puerto Rico,PR,BACHELOR'S,DOMINICAN REPUBLIC,FEMALE,1
Puerto Rico,PR,BACHELOR'S,DOMINICAN REPUBLIC,MALE,4
Puerto Rico,PR,BACHELOR'S,ECUADOR,FEMALE,1
Puerto Rico,PR,BACHELOR'S,ECUADOR,MALE,1
Puerto Rico,PR,BACHELOR'S,EL SALVADOR,MALE,1
Puerto Rico,PR,BACHELOR'S,HAITI,FEMALE,1
Puerto Rico,PR,BACHELOR'S,HAITI,MALE,1
Puerto Rico,PR,BACHELOR'S,MEXICO,FEMALE,3
Puerto Rico,PR,BACHELOR'S,MEXICO,MALE,2
Puerto Rico,PR,BACHELOR'S,NETHERLANDS,MALE,2
Puerto Rico,PR,BACHELOR'S,PERU,MALE,2
Puerto Rico,PR,BACHELOR'S,SPAIN,FEMALE,1
Puerto Rico,PR,BACHELOR'S,VENEZUELA,FEMALE,1
Puerto Rico,PR,BACHELOR'S,VENEZUELA,MALE,2
Puerto Rico,PR,DOCTORATE,ARGENTINA,MALE,1
Puerto Rico,PR,DOCTORATE,BELGIUM,FEMALE,1
Puerto Rico,PR,DOCTORATE,BOLIVIA,FEMALE,1
Puerto Rico,PR,DOCTORATE,BRAZIL,FEMALE,1
Puerto Rico,PR,DOCTORATE,BRAZIL,MALE,1
Puerto Rico,PR,DOCTORATE,CHILE,FEMALE,1
Puerto Rico,PR,DOCTORATE,CHILE,MALE,1
Puerto Rico,PR,DOCTORATE,CHINA,MALE,5
Puerto Rico,PR,DOCTORATE,COLOMBIA,FEMALE,24
Puerto Rico,PR,DOCTORATE,COLOMBIA,MALE,49
Puerto Rico,PR,DOCTORATE,COSTA RICA,MALE,1
Puerto Rico,PR,DOCTORATE,DOMINICAN REPUBLIC,FEMALE,2
Puerto Rico,PR,DOCTORATE,DOMINICAN REPUBLIC,MALE,4
Puerto Rico,PR,DOCTORATE,HAITI,MALE,7
Puerto Rico,PR,DOCTORATE,HONDURAS,FEMALE,1
Puerto Rico,PR,DOCTORATE,HONDURAS,MALE,7
Puerto Rico,PR,DOCTORATE,INDIA,FEMALE,5
Puerto Rico,PR,DOCTORATE,ITALY,MALE,2
Puerto Rico,PR,DOCTORATE,MEXICO,FEMALE,1
Puerto Rico,PR,DOCTORATE,MEXICO,MALE,1
Puerto Rico,PR,DOCTORATE,NEPAL,MALE,2
Puerto Rico,PR,DOCTORATE,PAKISTAN,MALE,1
Puerto Rico,PR,DOCTORATE,PERU,FEMALE,7
Puerto Rico,PR,DOCTORATE,PERU,MALE,9
Puerto Rico,PR,DOCTORATE,SPAIN,FEMALE,2
Puerto Rico,PR,DOCTORATE,SWAZILAND,FEMALE,1
Puerto Rico,PR,DOCTORATE,TURKEY,MALE,1
Puerto Rico,PR,DOCTORATE,VENEZUELA,MALE,1
Puerto Rico,PR,MASTER'S,CHINA,MALE,1
Puerto Rico,PR,MASTER'S,COLOMBIA,FEMALE,51
Puerto Rico,PR,MASTER'S,COLOMBIA,MALE,64
Puerto Rico,PR,MASTER'S,COSTA RICA,FEMALE,1
Puerto Rico,PR,MASTER'S,DOMINICAN REPUBLIC,FEMALE,3
Puerto Rico,PR,MASTER'S,DOMINICAN REPUBLIC,MALE,2
Puerto Rico,PR,MASTER'S,ECUADOR,FEMALE,3
Puerto Rico,PR,MASTER'S,ECUADOR,MALE,1
Puerto Rico,PR,MASTER'S,GUATEMALA,MALE,1
Puerto Rico,PR,MASTER'S,HAITI,MALE,4
Puerto Rico,PR,MASTER'S,HONDURAS,FEMALE,1
Puerto Rico,PR,MASTER'S,HONDURAS,MALE,6
Puerto Rico,PR,MASTER'S,MEXICO,FEMALE,1
Puerto Rico,PR,MASTER'S,PANAMA,MALE,1
Puerto Rico,PR,MASTER'S,PERU,FEMALE,6
Puerto Rico,PR,MASTER'S,PERU,MALE,11
Puerto Rico,PR,MASTER'S,PORTUGAL,FEMALE,1
Puerto Rico,PR,MASTER'S,RUSSIA,MALE,1
Puerto Rico,PR,MASTER'S,SAUDI ARABIA,MALE,1
Puerto Rico,PR,MASTER'S,SPAIN,MALE,2
Puerto Rico,PR,MASTER'S,UKRAINE,FEMALE,1
Puerto Rico,PR,MASTER'S,VENEZUELA,FEMALE,1
Puerto Rico,PR,MASTER'S,VENEZUELA,MALE,1
Puerto Rico,PR,OTHER,SPAIN,FEMALE,3
Puerto Rico,PR,OTHER,SPAIN,MALE,2
RHODE ISLAND,RI,ASSOCIATE,EGYPT,MALE,1
RHODE ISLAND,RI,ASSOCIATE,HAITI,FEMALE,1
RHODE ISLAND,RI,ASSOCIATE,UNITED KINGDOM,MALE,1
RHODE ISLAND,RI,BACHELOR'S,AFGHANISTAN,MALE,2
RHODE ISLAND,RI,BACHELOR'S,ARGENTINA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,AUSTRALIA,FEMALE,4
RHODE ISLAND,RI,BACHELOR'S,AUSTRALIA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,AUSTRIA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,BAHRAIN,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,BANGLADESH,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,BANGLADESH,MALE,1
RHODE ISLAND,RI,BACHELOR'S,BELGIUM,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,BERMUDA,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,BERMUDA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,BHUTAN,MALE,2
RHODE ISLAND,RI,BACHELOR'S,BOSNIA AND HERZEGOVINA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,BOTSWANA,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,BRAZIL,FEMALE,7
RHODE ISLAND,RI,BACHELOR'S,BRAZIL,MALE,5
RHODE ISLAND,RI,BACHELOR'S,BRITISH VIRGIN ISLANDS,MALE,1
RHODE ISLAND,RI,BACHELOR'S,BURKINA FASO,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,BURMA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,BURUNDI,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,CAMBODIA,MALE,4
RHODE ISLAND,RI,BACHELOR'S,CAMEROON,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,CANADA,FEMALE,44
RHODE ISLAND,RI,BACHELOR'S,CANADA,MALE,27
RHODE ISLAND,RI,BACHELOR'S,CAYMAN ISLANDS,MALE,1
RHODE ISLAND,RI,BACHELOR'S,CHILE,MALE,1
RHODE ISLAND,RI,BACHELOR'S,CHINA,FEMALE,141
RHODE ISLAND,RI,BACHELOR'S,CHINA,MALE,100
RHODE ISLAND,RI,BACHELOR'S,COLOMBIA,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,COLOMBIA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,COSTA RICA,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,COTE D'IVOIRE,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,COTE D'IVOIRE,MALE,1
RHODE ISLAND,RI,BACHELOR'S,CYPRUS,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,CYPRUS,MALE,1
RHODE ISLAND,RI,BACHELOR'S,DENMARK,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,DENMARK,MALE,2
RHODE ISLAND,RI,BACHELOR'S,DOMINICAN REPUBLIC,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,DOMINICAN REPUBLIC,MALE,2
RHODE ISLAND,RI,BACHELOR'S,ETHIOPIA,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,FINLAND,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,FINLAND,MALE,1
RHODE ISLAND,RI,BACHELOR'S,FRANCE,MALE,3
RHODE ISLAND,RI,BACHELOR'S,"GAMBIA, THE",FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,GERMANY,MALE,2
RHODE ISLAND,RI,BACHELOR'S,GHANA,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,GHANA,MALE,2
RHODE ISLAND,RI,BACHELOR'S,GREECE,FEMALE,4
RHODE ISLAND,RI,BACHELOR'S,GREECE,MALE,1
RHODE ISLAND,RI,BACHELOR'S,GUATEMALA,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,HONG KONG,FEMALE,11
RHODE ISLAND,RI,BACHELOR'S,HONG KONG,MALE,2
RHODE ISLAND,RI,BACHELOR'S,HUNGARY,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,INDIA,FEMALE,44
RHODE ISLAND,RI,BACHELOR'S,INDIA,MALE,41
RHODE ISLAND,RI,BACHELOR'S,INDONESIA,FEMALE,10
RHODE ISLAND,RI,BACHELOR'S,INDONESIA,MALE,17
RHODE ISLAND,RI,BACHELOR'S,IRAN,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,IRELAND,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,IRELAND,MALE,1
RHODE ISLAND,RI,BACHELOR'S,ISRAEL,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,ITALY,FEMALE,3
RHODE ISLAND,RI,BACHELOR'S,ITALY,MALE,5
RHODE ISLAND,RI,BACHELOR'S,JAMAICA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,JAPAN,FEMALE,8
RHODE ISLAND,RI,BACHELOR'S,JAPAN,MALE,10
RHODE ISLAND,RI,BACHELOR'S,JORDAN,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,JORDAN,MALE,1
RHODE ISLAND,RI,BACHELOR'S,KAZAKHSTAN,FEMALE,3
RHODE ISLAND,RI,BACHELOR'S,KAZAKHSTAN,MALE,2
RHODE ISLAND,RI,BACHELOR'S,KENYA,FEMALE,3
RHODE ISLAND,RI,BACHELOR'S,KENYA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,LEBANON,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,LIBERIA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,LITHUANIA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,MACAU,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,MALAYSIA,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,MALAYSIA,MALE,2
RHODE ISLAND,RI,BACHELOR'S,MEXICO,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,MEXICO,MALE,3
RHODE ISLAND,RI,BACHELOR'S,MOROCCO,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,MOROCCO,MALE,1
RHODE ISLAND,RI,BACHELOR'S,MOZAMBIQUE,MALE,1
RHODE ISLAND,RI,BACHELOR'S,NEPAL,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,NEPAL,MALE,1
RHODE ISLAND,RI,BACHELOR'S,NETHERLANDS,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,NEW ZEALAND,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,NEW ZEALAND,MALE,2
RHODE ISLAND,RI,BACHELOR'S,NIGERIA,FEMALE,3
RHODE ISLAND,RI,BACHELOR'S,NIGERIA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,PAKISTAN,FEMALE,6
RHODE ISLAND,RI,BACHELOR'S,PAKISTAN,MALE,4
RHODE ISLAND,RI,BACHELOR'S,PANAMA,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,PERU,FEMALE,3
RHODE ISLAND,RI,BACHELOR'S,PERU,MALE,1
RHODE ISLAND,RI,BACHELOR'S,POLAND,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,PORTUGAL,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,PORTUGAL,MALE,2
RHODE ISLAND,RI,BACHELOR'S,SOUTH KOREA,FEMALE,54
RHODE ISLAND,RI,BACHELOR'S,SOUTH KOREA,MALE,32
RHODE ISLAND,RI,BACHELOR'S,RUSSIA,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,RUSSIA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,SAINT LUCIA,FEMALE,1
RHODE ISLAND,RI,BACHELOR'S,SAUDI ARABIA,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,SAUDI ARABIA,MALE,8
RHODE ISLAND,RI,BACHELOR'S,SENEGAL,MALE,2
RHODE ISLAND,RI,BACHELOR'S,SERBIA,MALE,2
RHODE ISLAND,RI,BACHELOR'S,SINGAPORE,FEMALE,8
RHODE ISLAND,RI,BACHELOR'S,SINGAPORE,MALE,12
RHODE ISLAND,RI,BACHELOR'S,SOUTH AFRICA,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,SOUTH AFRICA,MALE,3
RHODE ISLAND,RI,BACHELOR'S,SPAIN,FEMALE,7
RHODE ISLAND,RI,BACHELOR'S,SPAIN,MALE,2
RHODE ISLAND,RI,BACHELOR'S,SWEDEN,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,SWEDEN,MALE,2
RHODE ISLAND,RI,BACHELOR'S,SWITZERLAND,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,TAIWAN,FEMALE,7
RHODE ISLAND,RI,BACHELOR'S,TAIWAN,MALE,8
RHODE ISLAND,RI,BACHELOR'S,TANZANIA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,THAILAND,FEMALE,10
RHODE ISLAND,RI,BACHELOR'S,THAILAND,MALE,3
RHODE ISLAND,RI,BACHELOR'S,TURKEY,FEMALE,9
RHODE ISLAND,RI,BACHELOR'S,TURKEY,MALE,7
RHODE ISLAND,RI,BACHELOR'S,UNITED KINGDOM,FEMALE,8
RHODE ISLAND,RI,BACHELOR'S,UNITED KINGDOM,MALE,12
RHODE ISLAND,RI,BACHELOR'S,VENEZUELA,MALE,1
RHODE ISLAND,RI,BACHELOR'S,VIETNAM,FEMALE,9
RHODE ISLAND,RI,BACHELOR'S,VIETNAM,MALE,9
RHODE ISLAND,RI,BACHELOR'S,WEST BANK,MALE,1
RHODE ISLAND,RI,BACHELOR'S,ZIMBABWE,FEMALE,2
RHODE ISLAND,RI,BACHELOR'S,ZIMBABWE,MALE,2
RHODE ISLAND,RI,DOCTORATE,ALGERIA,MALE,1
RHODE ISLAND,RI,DOCTORATE,ARGENTINA,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,ARGENTINA,MALE,3
RHODE ISLAND,RI,DOCTORATE,AUSTRALIA,MALE,4
RHODE ISLAND,RI,DOCTORATE,BANGLADESH,FEMALE,3
RHODE ISLAND,RI,DOCTORATE,BANGLADESH,MALE,7
RHODE ISLAND,RI,DOCTORATE,BELGIUM,MALE,1
RHODE ISLAND,RI,DOCTORATE,BOLIVIA,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,BRAZIL,FEMALE,5
RHODE ISLAND,RI,DOCTORATE,BRAZIL,MALE,3
RHODE ISLAND,RI,DOCTORATE,BULGARIA,MALE,1
RHODE ISLAND,RI,DOCTORATE,CAMEROON,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,CAMEROON,MALE,2
RHODE ISLAND,RI,DOCTORATE,CANADA,FEMALE,3
RHODE ISLAND,RI,DOCTORATE,CANADA,MALE,5
RHODE ISLAND,RI,DOCTORATE,CHILE,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,CHILE,MALE,1
RHODE ISLAND,RI,DOCTORATE,CHINA,FEMALE,85
RHODE ISLAND,RI,DOCTORATE,CHINA,MALE,131
RHODE ISLAND,RI,DOCTORATE,COLOMBIA,FEMALE,3
RHODE ISLAND,RI,DOCTORATE,COLOMBIA,MALE,4
RHODE ISLAND,RI,DOCTORATE,CYPRUS,MALE,1
RHODE ISLAND,RI,DOCTORATE,EGYPT,FEMALE,3
RHODE ISLAND,RI,DOCTORATE,EGYPT,MALE,3
RHODE ISLAND,RI,DOCTORATE,ERITREA,MALE,1
RHODE ISLAND,RI,DOCTORATE,FINLAND,MALE,1
RHODE ISLAND,RI,DOCTORATE,FRANCE,FEMALE,3
RHODE ISLAND,RI,DOCTORATE,FRANCE,MALE,1
RHODE ISLAND,RI,DOCTORATE,GERMANY,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,GERMANY,MALE,9
RHODE ISLAND,RI,DOCTORATE,GHANA,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,GHANA,MALE,1
RHODE ISLAND,RI,DOCTORATE,GREECE,FEMALE,4
RHODE ISLAND,RI,DOCTORATE,GREECE,MALE,4
RHODE ISLAND,RI,DOCTORATE,HONG KONG,FEMALE,3
RHODE ISLAND,RI,DOCTORATE,HONG KONG,MALE,1
RHODE ISLAND,RI,DOCTORATE,HUNGARY,MALE,1
RHODE ISLAND,RI,DOCTORATE,ICELAND,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,INDIA,FEMALE,21
RHODE ISLAND,RI,DOCTORATE,INDIA,MALE,52
RHODE ISLAND,RI,DOCTORATE,INDONESIA,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,INDONESIA,MALE,1
RHODE ISLAND,RI,DOCTORATE,IRAN,FEMALE,7
RHODE ISLAND,RI,DOCTORATE,IRAN,MALE,12
RHODE ISLAND,RI,DOCTORATE,ISRAEL,MALE,1
RHODE ISLAND,RI,DOCTORATE,ITALY,FEMALE,7
RHODE ISLAND,RI,DOCTORATE,ITALY,MALE,11
RHODE ISLAND,RI,DOCTORATE,JAMAICA,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,JAPAN,FEMALE,3
RHODE ISLAND,RI,DOCTORATE,JAPAN,MALE,5
RHODE ISLAND,RI,DOCTORATE,JORDAN,MALE,2
RHODE ISLAND,RI,DOCTORATE,KAZAKHSTAN,FEMALE,2
RHODE ISLAND,RI,DOCTORATE,KAZAKHSTAN,MALE,1
RHODE ISLAND,RI,DOCTORATE,KENYA,MALE,1
RHODE ISLAND,RI,DOCTORATE,LATVIA,MALE,1
RHODE ISLAND,RI,DOCTORATE,LEBANON,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,MACEDONIA,MALE,1
RHODE ISLAND,RI,DOCTORATE,MALAYSIA,MALE,1
RHODE ISLAND,RI,DOCTORATE,MEXICO,MALE,3
RHODE ISLAND,RI,DOCTORATE,MONGOLIA,MALE,1
RHODE ISLAND,RI,DOCTORATE,NEPAL,FEMALE,2
RHODE ISLAND,RI,DOCTORATE,NEPAL,MALE,11
RHODE ISLAND,RI,DOCTORATE,NIGERIA,FEMALE,2
RHODE ISLAND,RI,DOCTORATE,NIGERIA,MALE,2
RHODE ISLAND,RI,DOCTORATE,NORWAY,FEMALE,1
RHODE ISLAND,RI,DOCTORATE,PAKISTAN,FEMALE,2
RHODE ISLAND,RI,DOCTORATE,PAKISTAN,MALE,6
RHODE ISLAND,RI,DOCTORATE,PHILIPPINES,MALE,1
