State,Abbreviation,Education Level,Country of Citizenship,Gender,Active Number of Students
UTAH,UT,BACHELOR'S,MALI,FEMALE,1
UTAH,UT,BACHELOR'S,MARTINIQUE,MALE,1
UTAH,UT,BACHELOR'S,MAURITIUS,FEMALE,1
UTAH,UT,BACHELOR'S,MEXICO,FEMALE,18
UTAH,UT,BACHELOR'S,MEXICO,MALE,47
UTAH,UT,BACHELOR'S,MOLDOVA,MALE,1
UTAH,UT,BACHELOR'S,MONGOLIA,FEMALE,3
UTAH,UT,BACHELOR'S,MONGOLIA,MALE,9
UTAH,UT,BACHELOR'S,NAMIBIA,MALE,1
UTAH,UT,BACHELOR'S,NEPAL,FEMALE,6
UTAH,UT,BACHELOR'S,NEPAL,MALE,10
UTAH,UT,BACHELOR'S,NEW ZEALAND,MALE,4
UTAH,UT,BACHELOR'S,NICARAGUA,MALE,1
UTAH,UT,BACHELOR'S,NIGERIA,FEMALE,11
UTAH,UT,BACHELOR'S,NIGERIA,MALE,27
UTAH,UT,BACHELOR'S,NORWAY,MALE,3
UTAH,UT,BACHELOR'S,OMAN,MALE,4
UTAH,UT,BACHELOR'S,PAKISTAN,MALE,10
UTAH,UT,BACHELOR'S,PANAMA,FEMALE,1
UTAH,UT,BACHELOR'S,PANAMA,MALE,1
UTAH,UT,BACHELOR'S,PERU,FEMALE,7
UTAH,UT,BACHELOR'S,PERU,MALE,9
UTAH,UT,BACHELOR'S,PHILIPPINES,MALE,1
UTAH,UT,BACHELOR'S,PORTUGAL,FEMALE,1
UTAH,UT,BACHELOR'S,PORTUGAL,MALE,3
UTAH,UT,BACHELOR'S,QATAR,MALE,7
UTAH,UT,BACHELOR'S,ROMANIA,FEMALE,1
UTAH,UT,BACHELOR'S,RUSSIA,FEMALE,6
UTAH,UT,BACHELOR'S,RUSSIA,MALE,4
UTAH,UT,BACHELOR'S,SAUDI ARABIA,FEMALE,7
UTAH,UT,BACHELOR'S,SAUDI ARABIA,MALE,215
UTAH,UT,BACHELOR'S,SINGAPORE,FEMALE,2
UTAH,UT,BACHELOR'S,SINGAPORE,MALE,5
UTAH,UT,BACHELOR'S,SLOVENIA,FEMALE,1
UTAH,UT,BACHELOR'S,SOUTH AFRICA,FEMALE,1
UTAH,UT,BACHELOR'S,SOUTH AFRICA,MALE,1
UTAH,UT,BACHELOR'S,SOUTH KOREA,FEMALE,70
UTAH,UT,BACHELOR'S,SOUTH KOREA,MALE,102
UTAH,UT,BACHELOR'S,SPAIN,FEMALE,3
UTAH,UT,BACHELOR'S,SPAIN,MALE,4
UTAH,UT,BACHELOR'S,SRI LANKA,MALE,3
UTAH,UT,BACHELOR'S,SWEDEN,FEMALE,1
UTAH,UT,BACHELOR'S,SWEDEN,MALE,2
UTAH,UT,BACHELOR'S,SWITZERLAND,FEMALE,1
UTAH,UT,BACHELOR'S,SYRIA,MALE,1
UTAH,UT,BACHELOR'S,TAIWAN,FEMALE,6
UTAH,UT,BACHELOR'S,TAIWAN,MALE,15
UTAH,UT,BACHELOR'S,THAILAND,FEMALE,3
UTAH,UT,BACHELOR'S,THAILAND,MALE,2
UTAH,UT,BACHELOR'S,TOGO,MALE,1
UTAH,UT,BACHELOR'S,TONGA,MALE,1
UTAH,UT,BACHELOR'S,TUNISIA,MALE,1
UTAH,UT,BACHELOR'S,TURKEY,MALE,1
UTAH,UT,BACHELOR'S,UGANDA,FEMALE,1
UTAH,UT,BACHELOR'S,UKRAINE,FEMALE,3
UTAH,UT,BACHELOR'S,UKRAINE,MALE,5
UTAH,UT,BACHELOR'S,UNITED ARAB EMIRATES,MALE,12
UTAH,UT,BACHELOR'S,UNITED KINGDOM,FEMALE,2
UTAH,UT,BACHELOR'S,UNITED KINGDOM,MALE,6
UTAH,UT,BACHELOR'S,VENEZUELA,FEMALE,2
UTAH,UT,BACHELOR'S,VENEZUELA,MALE,7
UTAH,UT,BACHELOR'S,VIETNAM,FEMALE,6
UTAH,UT,BACHELOR'S,VIETNAM,MALE,14
UTAH,UT,BACHELOR'S,YEMEN,MALE,1
UTAH,UT,BACHELOR'S,ZAMBIA,FEMALE,1
UTAH,UT,BACHELOR'S,ZIMBABWE,MALE,3
UTAH,UT,DOCTORATE,ALBANIA,MALE,1
UTAH,UT,DOCTORATE,ARGENTINA,FEMALE,2
UTAH,UT,DOCTORATE,ARGENTINA,MALE,2
UTAH,UT,DOCTORATE,ARMENIA,MALE,1
UTAH,UT,DOCTORATE,AUSTRALIA,MALE,1
UTAH,UT,DOCTORATE,AUSTRIA,FEMALE,1
UTAH,UT,DOCTORATE,AUSTRIA,MALE,1
UTAH,UT,DOCTORATE,BANGLADESH,FEMALE,5
UTAH,UT,DOCTORATE,BANGLADESH,MALE,26
UTAH,UT,DOCTORATE,BOLIVIA,MALE,1
UTAH,UT,DOCTORATE,BRAZIL,FEMALE,4
UTAH,UT,DOCTORATE,BRAZIL,MALE,2
UTAH,UT,DOCTORATE,CAMEROON,MALE,1
UTAH,UT,DOCTORATE,CANADA,MALE,2
UTAH,UT,DOCTORATE,CHILE,MALE,2
UTAH,UT,DOCTORATE,CHINA,FEMALE,118
UTAH,UT,DOCTORATE,CHINA,MALE,210
UTAH,UT,DOCTORATE,COLOMBIA,FEMALE,4
UTAH,UT,DOCTORATE,COLOMBIA,MALE,4
UTAH,UT,DOCTORATE,COSTA RICA,FEMALE,2
UTAH,UT,DOCTORATE,COSTA RICA,MALE,1
UTAH,UT,DOCTORATE,CROATIA,MALE,2
UTAH,UT,DOCTORATE,CZECH REPUBLIC,MALE,3
UTAH,UT,DOCTORATE,DOMINICAN REPUBLIC,MALE,3
UTAH,UT,DOCTORATE,ECUADOR,FEMALE,1
UTAH,UT,DOCTORATE,ECUADOR,MALE,2
UTAH,UT,DOCTORATE,EGYPT,FEMALE,1
UTAH,UT,DOCTORATE,EGYPT,MALE,4
UTAH,UT,DOCTORATE,EL SALVADOR,MALE,1
UTAH,UT,DOCTORATE,ETHIOPIA,FEMALE,1
UTAH,UT,DOCTORATE,ETHIOPIA,MALE,5
UTAH,UT,DOCTORATE,FRANCE,MALE,1
UTAH,UT,DOCTORATE,FRENCH POLYNESIA,MALE,1
UTAH,UT,DOCTORATE,GAZA STRIP,MALE,2
UTAH,UT,DOCTORATE,GEORGIA,MALE,1
UTAH,UT,DOCTORATE,GERMANY,FEMALE,7
UTAH,UT,DOCTORATE,GERMANY,MALE,8
UTAH,UT,DOCTORATE,GHANA,MALE,1
UTAH,UT,DOCTORATE,GREECE,FEMALE,1
UTAH,UT,DOCTORATE,GREECE,MALE,1
UTAH,UT,DOCTORATE,HONDURAS,FEMALE,1
UTAH,UT,DOCTORATE,HONDURAS,MALE,1
UTAH,UT,DOCTORATE,HONG KONG,FEMALE,1
UTAH,UT,DOCTORATE,HONG KONG,MALE,6
UTAH,UT,DOCTORATE,INDIA,FEMALE,46
UTAH,UT,DOCTORATE,INDIA,MALE,136
UTAH,UT,DOCTORATE,INDONESIA,MALE,1
UTAH,UT,DOCTORATE,IRAN,FEMALE,34
UTAH,UT,DOCTORATE,IRAN,MALE,79
UTAH,UT,DOCTORATE,ISRAEL,FEMALE,1
UTAH,UT,DOCTORATE,ITALY,MALE,5
UTAH,UT,DOCTORATE,JAMAICA,FEMALE,1
UTAH,UT,DOCTORATE,JAPAN,FEMALE,3
UTAH,UT,DOCTORATE,JAPAN,MALE,5
UTAH,UT,DOCTORATE,JORDAN,FEMALE,1
UTAH,UT,DOCTORATE,JORDAN,MALE,4
UTAH,UT,DOCTORATE,KENYA,FEMALE,1
UTAH,UT,DOCTORATE,KUWAIT,FEMALE,1
UTAH,UT,DOCTORATE,KUWAIT,MALE,1
UTAH,UT,DOCTORATE,LATVIA,FEMALE,1
UTAH,UT,DOCTORATE,LEBANON,MALE,1
UTAH,UT,DOCTORATE,LIBYA,MALE,1
UTAH,UT,DOCTORATE,MALAYSIA,FEMALE,3
UTAH,UT,DOCTORATE,MALAYSIA,MALE,4
UTAH,UT,DOCTORATE,MEXICO,FEMALE,2
UTAH,UT,DOCTORATE,MEXICO,MALE,3
UTAH,UT,DOCTORATE,MONGOLIA,MALE,1
UTAH,UT,DOCTORATE,NEPAL,FEMALE,4
UTAH,UT,DOCTORATE,NEPAL,MALE,27
UTAH,UT,DOCTORATE,NIGERIA,FEMALE,1
UTAH,UT,DOCTORATE,NIGERIA,MALE,4
UTAH,UT,DOCTORATE,OMAN,FEMALE,1
UTAH,UT,DOCTORATE,OMAN,MALE,1
UTAH,UT,DOCTORATE,PAKISTAN,FEMALE,2
UTAH,UT,DOCTORATE,PAKISTAN,MALE,6
UTAH,UT,DOCTORATE,PERU,FEMALE,3
UTAH,UT,DOCTORATE,PERU,MALE,6
UTAH,UT,DOCTORATE,PHILIPPINES,FEMALE,6
UTAH,UT,DOCTORATE,PHILIPPINES,MALE,4
UTAH,UT,DOCTORATE,POLAND,MALE,2
UTAH,UT,DOCTORATE,PORTUGAL,MALE,1
UTAH,UT,DOCTORATE,RUSSIA,FEMALE,3
UTAH,UT,DOCTORATE,RUSSIA,MALE,4
UTAH,UT,DOCTORATE,SAINT LUCIA,FEMALE,1
UTAH,UT,DOCTORATE,SAUDI ARABIA,FEMALE,1
UTAH,UT,DOCTORATE,SAUDI ARABIA,MALE,4
UTAH,UT,DOCTORATE,SERBIA,FEMALE,2
UTAH,UT,DOCTORATE,SERBIA,MALE,3
UTAH,UT,DOCTORATE,SINGAPORE,FEMALE,1
UTAH,UT,DOCTORATE,SLOVAKIA,MALE,1
UTAH,UT,DOCTORATE,SOUTH KOREA,FEMALE,14
UTAH,UT,DOCTORATE,SOUTH KOREA,MALE,38
UTAH,UT,DOCTORATE,SPAIN,MALE,1
UTAH,UT,DOCTORATE,SRI LANKA,FEMALE,4
UTAH,UT,DOCTORATE,SRI LANKA,MALE,5
UTAH,UT,DOCTORATE,SUDAN,FEMALE,1
UTAH,UT,DOCTORATE,SWITZERLAND,FEMALE,1
UTAH,UT,DOCTORATE,SWITZERLAND,MALE,1
UTAH,UT,DOCTORATE,TAIWAN,FEMALE,6
UTAH,UT,DOCTORATE,TAIWAN,MALE,16
UTAH,UT,DOCTORATE,THAILAND,MALE,1
UTAH,UT,DOCTORATE,TURKEY,MALE,5
UTAH,UT,DOCTORATE,UGANDA,FEMALE,1
UTAH,UT,DOCTORATE,UGANDA,MALE,1
UTAH,UT,DOCTORATE,UKRAINE,FEMALE,3
UTAH,UT,DOCTORATE,UKRAINE,MALE,2
UTAH,UT,DOCTORATE,UNITED KINGDOM,MALE,1
UTAH,UT,DOCTORATE,UZBEKISTAN,MALE,1
UTAH,UT,DOCTORATE,VIETNAM,FEMALE,4
UTAH,UT,DOCTORATE,VIETNAM,MALE,18
UTAH,UT,LANGUAGE TRAINING,COLOMBIA,MALE,1
UTAH,UT,LANGUAGE TRAINING,MEXICO,FEMALE,1
UTAH,UT,LANGUAGE TRAINING,SAUDI ARABIA,MALE,2
UTAH,UT,MASTER'S,AUSTRALIA,MALE,1
UTAH,UT,MASTER'S,BANGLADESH,FEMALE,2
UTAH,UT,MASTER'S,BANGLADESH,MALE,6
UTAH,UT,MASTER'S,BOLIVIA,MALE,1
UTAH,UT,MASTER'S,BRAZIL,FEMALE,1
UTAH,UT,MASTER'S,BRAZIL,MALE,2
UTAH,UT,MASTER'S,CANADA,FEMALE,2
UTAH,UT,MASTER'S,CANADA,MALE,2
UTAH,UT,MASTER'S,CHINA,FEMALE,53
UTAH,UT,MASTER'S,CHINA,MALE,90
UTAH,UT,MASTER'S,COLOMBIA,MALE,2
UTAH,UT,MASTER'S,CONGO (KINSHASA),MALE,1
UTAH,UT,MASTER'S,CROATIA,MALE,1
UTAH,UT,MASTER'S,ECUADOR,MALE,1
UTAH,UT,MASTER'S,ERITREA,MALE,1
UTAH,UT,MASTER'S,ETHIOPIA,FEMALE,1
UTAH,UT,MASTER'S,GHANA,FEMALE,2
UTAH,UT,MASTER'S,GHANA,MALE,3
UTAH,UT,MASTER'S,GUATEMALA,FEMALE,2
UTAH,UT,MASTER'S,HONG KONG,MALE,5
UTAH,UT,MASTER'S,INDIA,FEMALE,125
UTAH,UT,MASTER'S,INDIA,MALE,364
UTAH,UT,MASTER'S,INDONESIA,MALE,1
UTAH,UT,MASTER'S,IRAN,FEMALE,6
UTAH,UT,MASTER'S,IRAN,MALE,11
UTAH,UT,MASTER'S,ITALY,MALE,1
UTAH,UT,MASTER'S,JAPAN,MALE,2
UTAH,UT,MASTER'S,JORDAN,MALE,3
UTAH,UT,MASTER'S,KENYA,MALE,1
UTAH,UT,MASTER'S,KUWAIT,MALE,1
UTAH,UT,MASTER'S,LITHUANIA,FEMALE,1
UTAH,UT,MASTER'S,MALAYSIA,FEMALE,2
UTAH,UT,MASTER'S,MALAYSIA,MALE,1
UTAH,UT,MASTER'S,MEXICO,FEMALE,1
UTAH,UT,MASTER'S,MEXICO,MALE,5
UTAH,UT,MASTER'S,MONGOLIA,FEMALE,1
UTAH,UT,MASTER'S,NEPAL,FEMALE,1
UTAH,UT,MASTER'S,NEPAL,MALE,14
UTAH,UT,MASTER'S,PAKISTAN,MALE,4
UTAH,UT,MASTER'S,PHILIPPINES,FEMALE,1
UTAH,UT,MASTER'S,RWANDA,MALE,1
UTAH,UT,MASTER'S,SAUDI ARABIA,MALE,1
UTAH,UT,MASTER'S,SINGAPORE,FEMALE,1
UTAH,UT,MASTER'S,SLOVENIA,MALE,1
UTAH,UT,MASTER'S,SOUTH KOREA,FEMALE,4
UTAH,UT,MASTER'S,SOUTH KOREA,MALE,12
UTAH,UT,MASTER'S,SPAIN,FEMALE,2
UTAH,UT,MASTER'S,SPAIN,MALE,1
UTAH,UT,MASTER'S,SRI LANKA,MALE,2
UTAH,UT,MASTER'S,TAIWAN,FEMALE,6
UTAH,UT,MASTER'S,TAIWAN,MALE,4
UTAH,UT,MASTER'S,TANZANIA,MALE,1
UTAH,UT,MASTER'S,THAILAND,MALE,1
UTAH,UT,MASTER'S,TUNISIA,MALE,1
UTAH,UT,MASTER'S,TURKEY,FEMALE,1
UTAH,UT,MASTER'S,UGANDA,MALE,1
UTAH,UT,MASTER'S,UKRAINE,MALE,1
UTAH,UT,MASTER'S,UNITED KINGDOM,MALE,3
UTAH,UT,MASTER'S,VENEZUELA,MALE,2
UTAH,UT,MASTER'S,VIETNAM,FEMALE,1
UTAH,UT,MASTER'S,VIETNAM,MALE,1
UTAH,UT,MASTER'S,WEST BANK,MALE,2
UTAH,UT,MASTER'S,ZIMBABWE,MALE,1
UTAH,UT,OTHER,JAPAN,MALE,1
UTAH,UT,OTHER,QATAR,MALE,1
VIRGINIA,VA,ASSOCIATE,AFGHANISTAN,MALE,3
VIRGINIA,VA,ASSOCIATE,ALBANIA,MALE,1
VIRGINIA,VA,ASSOCIATE,ALGERIA,MALE,2
VIRGINIA,VA,ASSOCIATE,ANGOLA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,ANGOLA,MALE,2
VIRGINIA,VA,ASSOCIATE,AUSTRALIA,FEMALE,2
VIRGINIA,VA,ASSOCIATE,AZERBAIJAN,MALE,1
VIRGINIA,VA,ASSOCIATE,"BAHAMAS, THE",MALE,1
VIRGINIA,VA,ASSOCIATE,BANGLADESH,FEMALE,5
VIRGINIA,VA,ASSOCIATE,BANGLADESH,MALE,12
VIRGINIA,VA,ASSOCIATE,BELARUS,MALE,1
VIRGINIA,VA,ASSOCIATE,BELIZE,MALE,1
VIRGINIA,VA,ASSOCIATE,BENIN,MALE,3
VIRGINIA,VA,ASSOCIATE,BOLIVIA,MALE,2
VIRGINIA,VA,ASSOCIATE,BRAZIL,FEMALE,10
VIRGINIA,VA,ASSOCIATE,BRAZIL,MALE,1
VIRGINIA,VA,ASSOCIATE,BULGARIA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,BULGARIA,MALE,1
VIRGINIA,VA,ASSOCIATE,BURKINA FASO,FEMALE,1
VIRGINIA,VA,ASSOCIATE,BURKINA FASO,MALE,3
VIRGINIA,VA,ASSOCIATE,BURMA,MALE,1
VIRGINIA,VA,ASSOCIATE,CAMBODIA,MALE,1
VIRGINIA,VA,ASSOCIATE,CAMEROON,FEMALE,2
VIRGINIA,VA,ASSOCIATE,CAMEROON,MALE,1
VIRGINIA,VA,ASSOCIATE,CANADA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,CANADA,MALE,5
VIRGINIA,VA,ASSOCIATE,CHILE,FEMALE,1
VIRGINIA,VA,ASSOCIATE,CHILE,MALE,1
VIRGINIA,VA,ASSOCIATE,CHINA,FEMALE,17
VIRGINIA,VA,ASSOCIATE,CHINA,MALE,54
VIRGINIA,VA,ASSOCIATE,COLOMBIA,FEMALE,3
VIRGINIA,VA,ASSOCIATE,COLOMBIA,MALE,2
VIRGINIA,VA,ASSOCIATE,CONGO (KINSHASA),FEMALE,2
VIRGINIA,VA,ASSOCIATE,CONGO (KINSHASA),MALE,2
VIRGINIA,VA,ASSOCIATE,COTE D'IVOIRE,MALE,2
VIRGINIA,VA,ASSOCIATE,ECUADOR,FEMALE,5
VIRGINIA,VA,ASSOCIATE,EGYPT,MALE,6
VIRGINIA,VA,ASSOCIATE,EL SALVADOR,FEMALE,1
VIRGINIA,VA,ASSOCIATE,EQUATORIAL GUINEA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,ETHIOPIA,FEMALE,4
VIRGINIA,VA,ASSOCIATE,ETHIOPIA,MALE,2
VIRGINIA,VA,ASSOCIATE,FINLAND,MALE,1
VIRGINIA,VA,ASSOCIATE,FRANCE,MALE,1
VIRGINIA,VA,ASSOCIATE,"GAMBIA, THE",MALE,1
VIRGINIA,VA,ASSOCIATE,GEORGIA,MALE,1
VIRGINIA,VA,ASSOCIATE,GERMANY,FEMALE,1
VIRGINIA,VA,ASSOCIATE,GHANA,MALE,2
VIRGINIA,VA,ASSOCIATE,GREECE,MALE,1
VIRGINIA,VA,ASSOCIATE,GUINEA,MALE,2
VIRGINIA,VA,ASSOCIATE,HAITI,MALE,1
VIRGINIA,VA,ASSOCIATE,HONDURAS,FEMALE,1
VIRGINIA,VA,ASSOCIATE,HONDURAS,MALE,2
VIRGINIA,VA,ASSOCIATE,HONG KONG,MALE,2
VIRGINIA,VA,ASSOCIATE,INDIA,FEMALE,5
VIRGINIA,VA,ASSOCIATE,INDIA,MALE,17
VIRGINIA,VA,ASSOCIATE,IRAN,FEMALE,1
VIRGINIA,VA,ASSOCIATE,IRAN,MALE,2
VIRGINIA,VA,ASSOCIATE,IRAQ,MALE,2
VIRGINIA,VA,ASSOCIATE,IRELAND,FEMALE,1
VIRGINIA,VA,ASSOCIATE,ITALY,FEMALE,1
VIRGINIA,VA,ASSOCIATE,ITALY,MALE,1
VIRGINIA,VA,ASSOCIATE,JAMAICA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,JAMAICA,MALE,2
VIRGINIA,VA,ASSOCIATE,JAPAN,FEMALE,2
VIRGINIA,VA,ASSOCIATE,JAPAN,MALE,2
VIRGINIA,VA,ASSOCIATE,JORDAN,MALE,5
VIRGINIA,VA,ASSOCIATE,KENYA,FEMALE,2
VIRGINIA,VA,ASSOCIATE,KENYA,MALE,2
VIRGINIA,VA,ASSOCIATE,KUWAIT,MALE,2
VIRGINIA,VA,ASSOCIATE,LAOS,MALE,1
VIRGINIA,VA,ASSOCIATE,LEBANON,FEMALE,1
VIRGINIA,VA,ASSOCIATE,LEBANON,MALE,3
VIRGINIA,VA,ASSOCIATE,LIBYA,MALE,2
VIRGINIA,VA,ASSOCIATE,LITHUANIA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,MALAYSIA,FEMALE,7
VIRGINIA,VA,ASSOCIATE,MALAYSIA,MALE,9
VIRGINIA,VA,ASSOCIATE,MALI,MALE,1
VIRGINIA,VA,ASSOCIATE,MAURITANIA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,MEXICO,MALE,3
VIRGINIA,VA,ASSOCIATE,MOLDOVA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,MONGOLIA,FEMALE,3
VIRGINIA,VA,ASSOCIATE,MONGOLIA,MALE,3
VIRGINIA,VA,ASSOCIATE,MOROCCO,FEMALE,2
VIRGINIA,VA,ASSOCIATE,MOROCCO,MALE,8
VIRGINIA,VA,ASSOCIATE,NAMIBIA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,NEPAL,FEMALE,4
VIRGINIA,VA,ASSOCIATE,NEPAL,MALE,19
VIRGINIA,VA,ASSOCIATE,NETHERLANDS,MALE,1
VIRGINIA,VA,ASSOCIATE,NIGERIA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,NIGERIA,MALE,6
VIRGINIA,VA,ASSOCIATE,PAKISTAN,FEMALE,5
VIRGINIA,VA,ASSOCIATE,PAKISTAN,MALE,11
VIRGINIA,VA,ASSOCIATE,PANAMA,UNKNOWN,1
VIRGINIA,VA,ASSOCIATE,PERU,FEMALE,1
VIRGINIA,VA,ASSOCIATE,PERU,MALE,2
VIRGINIA,VA,ASSOCIATE,PHILIPPINES,FEMALE,2
VIRGINIA,VA,ASSOCIATE,PHILIPPINES,MALE,1
VIRGINIA,VA,ASSOCIATE,POLAND,FEMALE,1
VIRGINIA,VA,ASSOCIATE,QATAR,FEMALE,1
VIRGINIA,VA,ASSOCIATE,QATAR,MALE,3
VIRGINIA,VA,ASSOCIATE,RUSSIA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,SAINT LUCIA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,SAUDI ARABIA,FEMALE,9
VIRGINIA,VA,ASSOCIATE,SAUDI ARABIA,MALE,50
VIRGINIA,VA,ASSOCIATE,SENEGAL,FEMALE,1
VIRGINIA,VA,ASSOCIATE,SENEGAL,MALE,2
VIRGINIA,VA,ASSOCIATE,SERBIA,FEMALE,3
VIRGINIA,VA,ASSOCIATE,SOMALIA,MALE,1
VIRGINIA,VA,ASSOCIATE,SOUTH AFRICA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,SOUTH KOREA,FEMALE,14
VIRGINIA,VA,ASSOCIATE,SOUTH KOREA,MALE,48
VIRGINIA,VA,ASSOCIATE,SPAIN,MALE,3
VIRGINIA,VA,ASSOCIATE,SRI LANKA,MALE,2
VIRGINIA,VA,ASSOCIATE,SUDAN,FEMALE,1
VIRGINIA,VA,ASSOCIATE,SUDAN,MALE,1
VIRGINIA,VA,ASSOCIATE,SYRIA,MALE,1
VIRGINIA,VA,ASSOCIATE,TAIWAN,MALE,2
VIRGINIA,VA,ASSOCIATE,TAJIKISTAN,MALE,4
VIRGINIA,VA,ASSOCIATE,TANZANIA,MALE,3
VIRGINIA,VA,ASSOCIATE,THAILAND,FEMALE,3
VIRGINIA,VA,ASSOCIATE,THAILAND,MALE,2
VIRGINIA,VA,ASSOCIATE,TOGO,MALE,1
VIRGINIA,VA,ASSOCIATE,TRINIDAD AND TOBAGO,MALE,1
VIRGINIA,VA,ASSOCIATE,TUNISIA,MALE,1
VIRGINIA,VA,ASSOCIATE,TURKEY,MALE,5
VIRGINIA,VA,ASSOCIATE,TURKMENISTAN,MALE,1
VIRGINIA,VA,ASSOCIATE,UGANDA,FEMALE,2
VIRGINIA,VA,ASSOCIATE,UKRAINE,FEMALE,2
VIRGINIA,VA,ASSOCIATE,UKRAINE,MALE,6
VIRGINIA,VA,ASSOCIATE,UNITED KINGDOM,MALE,3
VIRGINIA,VA,ASSOCIATE,UZBEKISTAN,MALE,1
VIRGINIA,VA,ASSOCIATE,VANUATU,FEMALE,1
VIRGINIA,VA,ASSOCIATE,VENEZUELA,FEMALE,3
VIRGINIA,VA,ASSOCIATE,VENEZUELA,MALE,5
VIRGINIA,VA,ASSOCIATE,VIETNAM,FEMALE,46
VIRGINIA,VA,ASSOCIATE,VIETNAM,MALE,32
VIRGINIA,VA,ASSOCIATE,VIETNAM,UNKNOWN,1
VIRGINIA,VA,ASSOCIATE,YEMEN,FEMALE,2
VIRGINIA,VA,ASSOCIATE,YEMEN,MALE,1
VIRGINIA,VA,ASSOCIATE,ZAMBIA,FEMALE,1
VIRGINIA,VA,ASSOCIATE,ZAMBIA,MALE,1
VIRGINIA,VA,BACHELOR'S,AFGHANISTAN,FEMALE,1
VIRGINIA,VA,BACHELOR'S,AFGHANISTAN,MALE,4
VIRGINIA,VA,BACHELOR'S,ALBANIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,ALBANIA,MALE,3
VIRGINIA,VA,BACHELOR'S,ALGERIA,MALE,2
VIRGINIA,VA,BACHELOR'S,ANGOLA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,ANGOLA,MALE,5
VIRGINIA,VA,BACHELOR'S,ANTIGUA AND BARBUDA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,ARGENTINA,FEMALE,2
VIRGINIA,VA,BACHELOR'S,ARGENTINA,MALE,4
VIRGINIA,VA,BACHELOR'S,AUSTRALIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,AUSTRALIA,MALE,5
VIRGINIA,VA,BACHELOR'S,AZERBAIJAN,MALE,1
VIRGINIA,VA,BACHELOR'S,"BAHAMAS, THE",FEMALE,16
VIRGINIA,VA,BACHELOR'S,"BAHAMAS, THE",MALE,7
VIRGINIA,VA,BACHELOR'S,BAHRAIN,MALE,3
VIRGINIA,VA,BACHELOR'S,BANGLADESH,FEMALE,10
VIRGINIA,VA,BACHELOR'S,BANGLADESH,MALE,34
VIRGINIA,VA,BACHELOR'S,BARBADOS,FEMALE,1
VIRGINIA,VA,BACHELOR'S,BARBADOS,MALE,1
VIRGINIA,VA,BACHELOR'S,BELGIUM,MALE,2
VIRGINIA,VA,BACHELOR'S,BELIZE,FEMALE,2
VIRGINIA,VA,BACHELOR'S,BENIN,FEMALE,1
VIRGINIA,VA,BACHELOR'S,BENIN,MALE,1
VIRGINIA,VA,BACHELOR'S,BERMUDA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,BERMUDA,MALE,3
VIRGINIA,VA,BACHELOR'S,BOLIVIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,BOLIVIA,MALE,3
VIRGINIA,VA,BACHELOR'S,BOSNIA AND HERZEGOVINA,FEMALE,2
VIRGINIA,VA,BACHELOR'S,BRAZIL,FEMALE,5
VIRGINIA,VA,BACHELOR'S,BRAZIL,MALE,11
VIRGINIA,VA,BACHELOR'S,BRITISH VIRGIN ISLANDS,FEMALE,1
VIRGINIA,VA,BACHELOR'S,BULGARIA,MALE,2
VIRGINIA,VA,BACHELOR'S,BURKINA FASO,FEMALE,1
VIRGINIA,VA,BACHELOR'S,BURMA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,BURMA,MALE,4
VIRGINIA,VA,BACHELOR'S,CAMBODIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,CAMEROON,FEMALE,5
VIRGINIA,VA,BACHELOR'S,CAMEROON,MALE,4
VIRGINIA,VA,BACHELOR'S,CANADA,FEMALE,12
VIRGINIA,VA,BACHELOR'S,CANADA,MALE,21
VIRGINIA,VA,BACHELOR'S,CAYMAN ISLANDS,FEMALE,1
VIRGINIA,VA,BACHELOR'S,CHINA,FEMALE,253
VIRGINIA,VA,BACHELOR'S,CHINA,MALE,620
VIRGINIA,VA,BACHELOR'S,COLOMBIA,FEMALE,4
VIRGINIA,VA,BACHELOR'S,COLOMBIA,MALE,2
VIRGINIA,VA,BACHELOR'S,CONGO (KINSHASA),FEMALE,1
VIRGINIA,VA,BACHELOR'S,CONGO (KINSHASA),MALE,1
VIRGINIA,VA,BACHELOR'S,COSTA RICA,FEMALE,3
VIRGINIA,VA,BACHELOR'S,COSTA RICA,MALE,4
VIRGINIA,VA,BACHELOR'S,COTE D'IVOIRE,FEMALE,2
